,Full Name,Born,Current Age,Bats,Bowls,Matches,Died
2808,Maurice O Odumbe,15/06/1969,51 years 142 days,Right Handed,Right Arm Off Break,61 (1996-2003),
2980,Brijal J Patel,14/11/1977,42 years 356 days,Right Handed,Left Arm Orthodox,31 (2001-2006),
2901,Anthony O Suji,05/02/1976,44 years 273 days,Right Handed,Right Arm Medium,60 (1996-2008),
2902,Martin A Suji,02/06/1971,49 years 155 days,Right Handed,Right Arm Medium Fast,64 (1996-2006),
2612,Joseph O Angara,08/11/1971,48 years 362 days,Right Handed,Right Arm Medium Fast,17 (1997-2003),
2805,Peter J Ongondo,10/02/1977,43 years 268 days,Right Handed,Right Arm Fast Medium,79 (1999-2011),
2809,Lamech N Onyango,22/09/1973,47 years 43 days,Right Handed,Right Arm Medium,29 (1996-2014),
2868,Ravindu D Shah,28/08/1972,48 years 68 days,Right Handed,Right Arm Medium Fast,56 (1998-2007),
2784,Hitesh S Modi,13/10/1971,49 years 22 days,Left Handed,Right Arm Off Break,63 (1996-2006),
2741,Aasif Y Karim,15/12/1963,56 years 325 days,Right Handed,Left Arm Orthodox,34 (1996-2003),
0493,Bruce A Edgar,23/11/1956,63 years 347 days,Left Handed,,64 (1978-1986),
1944,John G Wright,05/07/1954,66 years 122 days,Left Handed,,149 (1978-1992),
0348,Jeremy V Coney,21/06/1952,68 years 136 days,Right Handed,Right Arm Medium,88 (1979-1987),
1129,Paul E McEwan,19/12/1953,66 years 321 days,Right Handed,,17 (1980-1985),
0682,Richard John Hadlee,03/07/1951,69 years 124 days,Left Handed,Right Arm Fast,115 (1973-1990),
0256,Mark G Burgess,17/11/1944,75 years 353 days,Right Handed,Right Arm Medium,26 (1973-1981),
1326,John M Parker,21/02/1951,69 years 257 days,Right Handed,,24 (1974-1981),
0998,Warren K Lees,19/03/1952,68 years 230 days,Right Handed,,31 (1979-1983),
1772,Gary B Troup,03/10/1952,68 years 32 days,Right Handed,Left Arm Fast Medium,22 (1976-1985),
0204,Stephen L Boock,20/09/1951,69 years 45 days,Right Handed,Left Arm Orthodox,14 (1978-1987),
0317,Ewen J Chatfield,03/07/1950,70 years 124 days,Right Handed,Right Arm Medium Fast,114 (1979-1989),
0804,Geoffrey Philip Howarth,29/03/1951,69 years 220 days,Right Handed,Right Arm Off Break,70 (1975-1985),
0279,Bernard L Cairns,10/10/1949,71 years 25 days,Right Handed,Right Arm Fast Medium,78 (1974-1985),
1638,Ian D S Smith,28/02/1957,63 years 250 days,Right Handed,,98 (1980-1992),
1647,Martin C Snedden,23/11/1958,61 years 347 days,Left Handed,Right Arm Medium Fast,93 (1980-1990),
2774,Brian J McKechnie,06/11/1953,66 years 364 days,Right Handed,Right Arm Fast Medium,14 (1975-1981),
0158,Graeme R Beard,19/08/1950,70 years 77 days,Right Handed,Right Arm Medium,2 (1981-1981),
0393,Jeffrey J Crowe,14/09/1958,62 years 51 days,Right Handed,,75 (1983-1990),
1220,John F M Morrison,27/08/1947,73 years 69 days,Right Handed,Left Arm Orthodox,18 (1975-1983),
1876,Peter N Webb,14/07/1957,63 years 113 days,Right Handed,,5 (1983-1984),
1785,Glenn M Turner,26/05/1947,73 years 162 days,Right Handed,,41 (1973-1983),
1642,Steven Barry Smith,18/10/1961,59 years 17 days,Right Handed,,28 (1983-1985),
0566,Trevor J Franklin,18/03/1962,58 years 231 days,Right Handed,Right Arm Medium,3 (1983-1988),
0394,Martin D Crowe,22/09/1962,,Right Handed,Right Arm Medium,143 (1982-1995),03/03/2016
1458,John F Reid,03/03/1956,64 years 246 days,Left Handed,,25 (1980-1986),
0221,John G Bracewell,15/04/1958,62 years 203 days,Right Handed,Right Arm Off Break,53 (1983-1990),
2776,Ervin B McSweeney,08/03/1957,63 years 241 days,Right Handed,,16 (1986-1987),
0612,Stuart R Gillespie,02/03/1957,63 years 247 days,Right Handed,Right Arm Fast Medium,19 (1986-1988),
2636,Bruce R Blair,27/12/1957,62 years 313 days,Left Handed,Right Arm Medium,14 (1982-1986),
0885,Andrew H Jones,09/05/1959,61 years 179 days,Right Handed,Right Arm Off Break,87 (1987-1995),
1344,Dipak N Patel,25/10/1958,62 years 10 days,Right Handed,Right Arm Off Break,75 (1987-1997),
0190,Tony E Blain,17/02/1962,58 years 261 days,Right Handed,,38 (1986-1994),
0249,Vaughan R Brown,03/11/1959,61 years 1 days,Left Handed,Right Arm Off Break,3 (1988-1988),
1520,Kenneth Robert Rutherford,26/10/1965,55 years 9 days,Right Handed,Right Arm Medium,121 (1985-1995),
1870,William Watson,31/08/1965,55 years 65 days,Right Handed,Right Arm Medium Fast,61 (1986-1994),
0984,Rodney T Latham,12/06/1961,59 years 145 days,Right Handed,Right Arm Medium,33 (1990-1994),
0708,Chris Zinzan Harris,20/11/1969,50 years 350 days,Left Handed,Right Arm Medium,250 (1990-2004),
2826,Richard G Petrie,23/08/1967,53 years 73 days,Right Handed,Right Arm Fast Medium,12 (1990-1991),
1399,Christopher Pringle,26/01/1968,52 years 283 days,Right Handed,Right Arm Fast Medium,64 (1990-1995),
1219,Daniel Kyle Morrison,03/02/1966,54 years 275 days,Right Handed,Right Arm Fast Medium,96 (1987-1996),
1955,Bryan A Young,03/11/1964,56 years 1 days,Right Handed,,74 (1990-1999),
2842,Richard B Reid,03/12/1958,61 years 337 days,Right Handed,,9 (1988-1991),
1991,Gavin Rolf Larsen,27/09/1962,58 years 38 days,Right Handed,Right Arm Medium,121 (1990-1999),
0645,Mark J Greatbatch,11/12/1963,56 years 329 days,Left Handed,,84 (1988-1996),
0280,Christopher L Cairns,13/06/1970,50 years 144 days,Right Handed,Right Arm Fast Medium,215 (1991-2006),
1748,Shane A Thomson,27/01/1969,51 years 282 days,Right Handed,Right Arm Fast Medium,56 (1990-1996),
0426,Richard P De Groen,05/08/1962,58 years 91 days,Right Handed,Right Arm Medium Fast,12 (1993-1994),
2091,Matthew J Horne,05/02/1970,50 years 273 days,Right Handed,Right Arm Medium,50 (1997-2002),
2046,Nathan J Astle,15/09/1971,49 years 50 days,Right Handed,Right Arm Medium,223 (1995-2007),
1977,Stephen P Fleming,01/04/1973,47 years 217 days,Left Handed,Right Arm Medium,280 (1994-2007),
2118,Craig D McMillan,13/09/1976,44 years 52 days,Right Handed,Right Arm Medium,197 (1997-2007),
1334,Adam C Parore,23/01/1971,49 years 286 days,Right Handed,,179 (1992-2002),
2038,Roger G Twose,17/04/1968,52 years 201 days,Left Handed,Right Arm Medium,87 (1995-2001),
2090,Daniel L Vettori,27/01/1979,41 years 282 days,Left Handed,Left Arm Orthodox,295 (1997-2015),
2110,Shayne B O'Connor,15/11/1973,46 years 355 days,Left Handed,Left Arm Fast Medium,38 (1997-2000),
2136,Paul Wilson,12/01/1972,48 years 297 days,Right Handed,Right Arm Fast Medium,11 (1997-1998),
2927,Lou Vincent,11/11/1978,41 years 359 days,Right Handed,,102 (2001-2007),
2231,Mark H Richardson,11/06/1971,49 years 146 days,Left Handed,Left Arm Medium,4 (2002-2002),
2899,Scott B Styris,10/07/1975,45 years 117 days,Right Handed,Right Arm Fast Medium,188 (1999-2011),
2263,James E C Franklin,07/11/1980,39 years 363 days,Left Handed,Left Arm Fast Medium,110 (2001-2013),
2996,Shane E Bond,07/06/1975,45 years 150 days,Right Handed,Right Arm Fast Medium,82 (2002-2010),
3008,Brendon B McCullum,27/09/1981,39 years 38 days,Right Handed,,260 (2002-2016),
1251,Dion J Nash,20/11/1971,48 years 350 days,Right Handed,Right Arm Medium,81 (1992-2002),
2963,Andre R Adams,17/07/1975,45 years 110 days,Right Handed,Right Arm Medium,42 (2001-2007),
2254,Hamish J H Marshall,15/02/1979,41 years 263 days,Right Handed,Right Arm Medium,66 (2003-2007),
3348,Luteru Ross Poutoa Lote Taylor,08/03/1984,36 years 241 days,Right Handed,Right Arm Off Break,232 (2006-),
3233,Peter G Fulton,01/02/1979,41 years 277 days,Right Handed,Right Arm Medium,49 (2004-2009),
3452,Mark R Gillespie,17/10/1979,41 years 18 days,Right Handed,Right Arm Fast Medium,32 (2006-2009),
3150,Michael J Mason,27/08/1974,46 years 69 days,Right Handed,Right Arm Fast Medium,26 (2003-2010),
2811,Jacob D P Oram,28/07/1978,42 years 99 days,Left Handed,Right Arm Medium,160 (2001-2012),
3336,Jamie M How,19/05/1981,39 years 169 days,Right Handed,Right Arm Medium,41 (2005-2011),
2206,Matthew S Sinclair,09/11/1975,44 years 361 days,Right Handed,Right Arm Medium,54 (2000-2009),
2966,Kyle D Mills,15/03/1979,41 years 234 days,Right Handed,Right Arm Medium,170 (2001-2015),
2248,Christopher Stewart Martin,10/12/1974,45 years 330 days,Right Handed,Right Arm Fast Medium,20 (2001-2008),
3633,Martin J Guptill,30/09/1986,34 years 35 days,Right Handed,Right Arm Off Break,183 (2009-),
3541,Grant D Elliott,21/03/1979,41 years 228 days,Right Handed,Right Arm Fast Medium,83 (2008-2016),
3153,Craig D Cumming,31/08/1975,45 years 65 days,Right Handed,Right Arm Medium,13 (2003-2009),
3634,Neil Trevor Broom,20/11/1983,36 years 350 days,Right Handed,Right Arm Medium,39 (2009-),
3542,Timothy G Southee,11/12/1988,31 years 329 days,Right Handed,Right Arm Medium Fast,143 (2008-),
3274,Iain E O'Brien,10/07/1976,44 years 117 days,Right Handed,Right Arm Medium,10 (2008-2009),
3817,Kane S Williamson,08/08/1990,30 years 88 days,Right Handed,Right Arm Off Break,151 (2010-),
3983,Corey J Anderson,13/12/1990,29 years 327 days,Left Handed,Left Arm Medium Fast,49 (2013-2017),
3573,Luke Ronchi,23/04/1981,39 years 195 days,Right Handed,,85 (2008-2017),
4257,Matthew J Henry,14/12/1991,28 years 326 days,Right Handed,Right Arm Fast Medium,52 (2014-),
3924,Trent Alexander Boult,22/07/1989,31 years 105 days,Right Handed,Left Arm Fast Medium,90 (2012-),
2657,Peter G Coman,13/04/1943,77 years 205 days,Right Handed,,3 (1973-1974),
0349,Bevan E Congdon,11/02/1938,,Right Handed,Right Arm Medium,11 (1973-1978),10/02/2018
0726,Brian F Hastings,23/03/1940,80 years 226 days,Right Handed,,11 (1973-1975),
1380,Victor Pollard,07/09/1945,75 years 58 days,Right Handed,Right Arm Off Break,3 (1973-1974),
1833,Kenneth J Wadsworth,30/11/1946,,Right Handed,,13 (1973-1976),19/08/1976
0681,Dayle R Hadlee,06/01/1948,72 years 303 days,Right Handed,Right Arm Fast Medium,11 (1973-1976),
1293,David R O'Sullivan,16/11/1944,75 years 354 days,Right Handed,Left Arm Orthodox,3 (1974-1976),
1932,Ashley J Woodcock,27/02/1947,73 years 251 days,Right Handed,,1 (1974-1974),
0615,Gary J Gilmour,26/06/1951,,Left Handed,Left Arm Fast Medium,5 (1974-1975),10/06/2014
2943,Jeffrey W Wilson,24/10/1973,47 years 11 days,Right Handed,Right Arm Fast Medium,6 (1993-2005),
2671,Mark W Douglas,20/10/1968,52 years 15 days,Left Handed,,6 (1994-1995),
1810,Justin T C Vaughan,30/08/1967,53 years 66 days,Left Handed,Right Arm Medium,18 (1992-1996),
2723,Llorne G Howell,08/07/1972,48 years 119 days,Right Handed,Right Arm Medium,12 (1998-1998),
0464,Simon B Doull,06/08/1969,51 years 90 days,Right Handed,Right Arm Fast Medium,42 (1992-2000),
1397,Mark W Priest,12/08/1961,59 years 84 days,Right Handed,Right Arm Medium,18 (1990-1998),
2042,Craig M Spearman,04/07/1972,48 years 123 days,Right Handed,,51 (1995-2001),
2142,Paul J Wiseman,04/05/1970,50 years 184 days,Right Handed,Right Arm Off Break,15 (1998-2003),
2803,Christopher J Nevin,03/08/1975,45 years 93 days,Right Handed,,37 (2000-2003),
3271,James A H Marshall,15/02/1979,41 years 263 days,Right Handed,Right Arm Medium,10 (2005-2008),
3272,Lance J Hamilton,05/04/1973,47 years 213 days,Right Handed,Left Arm Fast Medium,2 (2005-2005),
3333,Michael L  Lewis,29/06/1974,46 years 128 days,Right Handed,Right Arm Fast Medium,7 (2005-2006),
3335,Philip A Jaques,03/05/1979,41 years 185 days,Left Handed,Left Arm Medium,6 (2006-2007),
3754,Peter J Ingram,25/10/1978,42 years 10 days,Right Handed,Right Arm Off Break,8 (2010-2010),
3177,Gareth J Hopkins,24/11/1976,43 years 346 days,Right Handed,,25 (2004-2010),
3773,Shanan L Stewart,21/06/1982,38 years 136 days,Right Handed,Right Arm Medium,4 (2010-2010),
3685,Nathan L McCullum,01/09/1980,40 years 64 days,Right Handed,Right Arm Off Break,84 (2009-2015),
2219,Daryl R Tuffey,11/06/1978,42 years 146 days,Right Handed,Right Arm Fast Medium,94 (2000-2010),
4509,Henry M Nicholls,15/11/1991,28 years 355 days,Left Handed,Right Arm Off Break,49 (2015-),
4429,Mitchell Josef Santner,05/02/1992,28 years 273 days,Left Handed,Left Arm Orthodox,72 (2015-),
3839,Adam F Milne,13/04/1992,28 years 205 days,Right Handed,Right Arm Medium Fast,40 (2012-2017),
3911,Douglas A J Bracewell,28/09/1990,30 years 37 days,Right Handed,Right Arm Medium,19 (2011-),
4243,Inderbir S Sodhi,31/10/1992,28 years 4 days,Right Handed,Right Arm Leg Break,33 (2015-),
3932,Thomas William Maxwell Latham,02/04/1992,28 years 216 days,Left Handed,Right Arm Medium,99 (2012-),
3985,Colin Munro,11/03/1987,33 years 238 days,Left Handed,Right Arm Medium Fast,57 (2013-),
3986,James Douglas Sheahan Neesham,17/09/1990,30 years 48 days,Left Handed,Right Arm Medium,63 (2013-),
4609,Lachlan Hammond Ferguson,13/06/1991,29 years 144 days,Right Handed,Right Arm Fast,37 (2016-),
3840,Dean Graham Brownlie,30/07/1984,36 years 97 days,Right Handed,Right Arm Medium,16 (2012-2017),
2954,Andris K Zesers,11/03/1972,48 years 238 days,Right Handed,Right Arm Medium Fast,2 (1987-1987),
0717,Blair R Hartland,22/10/1966,54 years 13 days,Right Handed,,16 (1992-1994),
1975,Matthew N Hart,16/05/1972,48 years 172 days,Left Handed,Left Arm Orthodox,13 (1994-2002),
2037,Lee K Germon,04/11/1968,52 years 0 days,Right Handed,,37 (1994-1997),
3021,Paul A Hitchcock,23/01/1975,45 years 286 days,Right Handed,Right Arm Medium,14 (2002-2008),
3547,Aaron J Redmond,23/09/1979,41 years 42 days,Right Handed,Right Arm Leg Break,6 (2009-2010),
3011,Ian G Butler,24/11/1981,38 years 346 days,Right Handed,Right Arm Fast Medium,26 (2002-2010),
3321,Jeetan S Patel,07/05/1980,40 years 181 days,Right Handed,Right Arm Off Break,43 (2005-2017),
3532,Jesse Daniel Ryder,06/08/1984,36 years 90 days,Left Handed,Right Arm Medium,48 (2008-2014),
3829,Hamish Kyle Bennett,22/02/1987,33 years 256 days,Left Handed,Right Arm Medium Fast,19 (2010-),
1953,Bruce Yardley,05/09/1947,,Right Handed,Right Arm Off Break,7 (1978-1983),27/03/2019
0028,Mansoor Akhtar,25/12/1957,62 years 315 days,Right Handed,,41 (1980-1990),
1258,Mudassar Nazar,06/04/1956,64 years 212 days,Right Handed,Right Arm Medium,122 (1977-1989),
0003,Syed Zaheer Abbas Kirmani,24/07/1947,73 years 103 days,Right Handed,,62 (1974-1985),
1169,Javed Miandad,12/06/1957,63 years 145 days,Right Handed,Right Arm Leg Break,233 (1975-1996),
0928,Imran Khan,25/11/1952,67 years 345 days,Right Handed,Right Arm Fast,175 (1974-1992),
1419,Wasim Raja,03/07/1952,,Left Handed,Right Arm Leg Break,54 (1973-1985),23/08/2006
0523,Ijaz Faqih,24/03/1956,64 years 225 days,Right Handed,Right Arm Off Break,27 (1980-1988),
1254,Sarfraz Nawaz,01/12/1948,71 years 339 days,Right Handed,Right Arm Fast Medium,45 (1973-1984),
0135,Wasim Bari,23/03/1948,72 years 226 days,Right Handed,,51 (1973-1984),
1249,Tahir Naqqash,06/07/1959,61 years 121 days,Right Handed,Right Arm Fast Medium,40 (1980-1985),
0120,Sikander Bakht,25/08/1957,63 years 71 days,Right Handed,Right Arm Fast Medium,27 (1977-1989),
0930,Mohsin Khan,15/03/1955,65 years 234 days,Right Handed,,75 (1977-1986),
1301,Qasim Omar,09/02/1957,63 years 269 days,Right Handed,,31 (1983-1987),
0933,Rashid Khan,15/12/1959,60 years 325 days,Right Handed,Right Arm Medium Fast,29 (1980-1985),
0684,Azeem Hafeez,29/07/1963,57 years 98 days,Left Handed,Left Arm Fast Medium,15 (1983-1985),
1418,Ramiz Raja,14/08/1962,58 years 82 days,Right Handed,Right Arm Leg Break,198 (1985-1997),
0405,Anil Dalpat,20/09/1963,57 years 45 days,Right Handed,,15 (1984-1986),
0029,Wasim Akram,03/06/1966,54 years 154 days,Left Handed,Left Arm Fast,356 (1984-2003),
2634,Glenn A Bishop,25/02/1960,60 years 253 days,Right Handed,,2 (1987-1987),
2851,Sajid Ali,01/07/1963,57 years 126 days,Right Handed,Right Arm Medium,13 (1984-1997),
1960,Saleem Yousuf,07/12/1959,60 years 333 days,Right Handed,,86 (1982-1990),
1070,Saleem Malik,16/04/1963,57 years 202 days,Right Handed,Right Arm Leg Break,283 (1982-1999),
0015,Ijaz Ahmed,20/09/1968,52 years 45 days,Right Handed,Left Arm Orthodox,250 (1986-2000),
1408,Abdul Qadir,15/09/1955,,Right Handed,Right Arm Leg Break,104 (1983-1993),06/09/2019
0023,Tausif Ahmed,10/05/1958,62 years 178 days,Right Handed,Right Arm Off Break,70 (1982-1990),
0869,Aaqib Javed,05/08/1972,48 years 91 days,Right Handed,Right Arm Fast Medium,163 (1988-1998),
2787,Moin-Ul-Atiq,05/08/1964,56 years 91 days,Right Handed,Right Arm Leg Break,5 (1988-1989),
0081,Saeed Anwar,06/09/1968,52 years 59 days,Left Handed,Left Arm Orthodox,247 (1989-2003),
1068,Aamer Malik,03/01/1963,57 years 306 days,Right Handed,,24 (1988-1994),
1201,Shoaib Mohammad,08/01/1962,58 years 301 days,Right Handed,Right Arm Off Break,63 (1984-1993),
2765,Maqsood Rana,01/08/1972,48 years 95 days,Right Handed,Right Arm Fast Medium,1 (1990-1990),
0600,Nadeem Ghauri,12/10/1962,58 years 23 days,Right Handed,Left Arm Orthodox,6 (1990-1990),
0018,Mushtaq Ahmed,28/06/1970,50 years 129 days,Right Handed,Right Arm Leg Break,144 (1989-2003),
1959,Waqar Younis,16/11/1971,48 years 354 days,Right Handed,Right Arm Fast,262 (1989-2003),
1653,Aamir Sohail,14/09/1966,54 years 51 days,Left Handed,Left Arm Orthodox,156 (1990-2000),
1794,Inzamam-ul-Haq,03/03/1970,50 years 246 days,Right Handed,Left Arm Orthodox,378 (1991-2007),
0931,Moin Khan,23/09/1971,49 years 42 days,Right Handed,,219 (1990-2004),
1231,Mohammad Asif Mujtaba,04/11/1967,53 years 0 days,Left Handed,Left Arm Orthodox,66 (1986-1996),
0986,Rashid Latif,14/10/1968,52 years 21 days,Right Handed,,166 (1992-2003),
2078,Zahoor Elahi,01/03/1971,49 years 248 days,Right Handed,Right Arm Medium,14 (1996-1997),
2077,Mohammad Wasim,08/08/1977,43 years 88 days,Right Handed,,25 (1996-2000),
2032,Saqlain Mushtaq,27/11/1976,43 years 343 days,Right Handed,Right Arm Off Break,169 (1995-2003),
2790,Mujahid Jamshed,01/12/1971,48 years 339 days,Right Handed,Right Arm Medium,4 (1997-1997),
2083,Mohammad Zahid,02/08/1976,44 years 94 days,Right Handed,Right Arm Fast,11 (1996-2002),
2191,Abdul Razzaq,02/12/1979,40 years 338 days,Right Handed,Right Arm Fast Medium,265 (1996-2011),
2129,Mohammad Yousuf,27/08/1974,46 years 69 days,Right Handed,,288 (1998-2010),
2124,Shoaib Akhtar,13/08/1975,45 years 83 days,Right Handed,Right Arm Fast,163 (1998-2011),
2167,Wajahatullah Wasti,11/11/1974,45 years 359 days,Right Handed,Right Arm Medium,15 (1999-2000),
2113,Azhar Mahmood,28/02/1975,45 years 250 days,Right Handed,Right Arm Fast Medium,143 (1996-2007),
2174,Imran Nazir,16/12/1981,38 years 324 days,Right Handed,Right Arm Leg Break,79 (1999-2009),
2211,Younis Khan,29/11/1977,42 years 341 days,Right Handed,Right Arm Leg Break,265 (2000-2015),
2879,Shoaib Malik,01/02/1982,38 years 277 days,Right Handed,Right Arm Off Break,287 (1999-2019),
2264,Mohammad Sami,24/02/1981,39 years 254 days,Right Handed,Right Arm Fast,87 (2001-2015),
3132,Salman Butt,07/10/1984,36 years 28 days,Left Handed,,78 (2004-2010),
3056,Kamran Akmal,13/01/1982,38 years 296 days,Right Handed,,157 (2002-2017),
3102,Naved-ul-Hasan,28/02/1978,42 years 250 days,Right Handed,Right Arm Medium,74 (2003-2010),
3231,Iftikhar Anjum,01/12/1980,39 years 339 days,Right Handed,Right Arm Medium,62 (2004-2010),
3698,Mohammad Amir,13/04/1992,28 years 205 days,Left Handed,Left Arm Fast Medium,61 (2009-),
3245,Mohammad Asif,20/12/1982,37 years 320 days,Right Handed,Right Arm Fast Medium,38 (2005-2010),
3524,Khalid Latif,04/11/1985,35 years 0 days,Right Handed,Right Arm Off Break,5 (2008-2010),
3468,Fawad Alam,08/10/1985,35 years 27 days,Left Handed,Left Arm Orthodox,38 (2007-2015),
3513,Sarfaraz Ahmed,22/05/1987,33 years 166 days,Right Handed,,116 (2007-),
4225,Haris Sohail,09/01/1989,31 years 300 days,Left Handed,Left Arm Orthodox,42 (2013-),
3529,Wahab Riaz,28/06/1985,35 years 129 days,Right Handed,,90 (2008-),
4003,Ehsan Adil,15/03/1993,27 years 234 days,Right Handed,Right Arm Fast,6 (2013-2015),
3525,Sohail Khan,06/03/1984,36 years 243 days,Right Handed,Right Arm Medium Fast,13 (2008-2016),
3955,Rahat Ali,12/09/1988,32 years 53 days,Right Handed,Left Arm Fast Medium,14 (2012-2016),
4108,Christopher A Lynn,10/04/1990,30 years 208 days,Right Handed,Left Arm Orthodox,4 (2017-),
